area,year,barley,beef_and_buffalo_meat_primary,cereals_primary,eggs_primary,fruit_primary,meat_poultry,milk_total,potatoes,sheep_and_goat_meat,vegetables_primary,wheat,temp_change,people_employed_000,pesticide_used_tonnes,total_precipitation,total_population,agriculture_value,country_code
Hungary,2015-01-01,4758.6,2532.0,5243.4,122541.0,9005.6,23988.0,68304.0,24126.4,165.0,17887.2,5179.6,2.056,682.71,9489.18,613.86597,9844.246,4478.21861,HUN
Hungary,2016-01-01,5091.9,2562.0,6486.6,116918.0,9097.5,24065.0,69703.0,26165.9,158.0,16486.3,5365.4,1.885,707.58,9763.86,788.9829,9815.104,4726.382656,HUN
Hungary,2017-01-01,5283.4,2546.0,5835.5,122428.0,9305.7,24081.0,70971.0,24618.2,167.0,16561.8,5428.7,1.327,718.68,9754.22,710.6444,9788.941,5076.231021,HUN
Hungary,2018-01-01,4691.6,2570.0,6286.2,116619.0,11071.1,24205.0,68794.0,24247.2,165.0,17574.2,5124.4,2.511,707.39,8535.05,709.47687,9776.358,5265.771895,HUN
Hungary,2019-01-01,5591.9,2619.0,6365.8,110810.0,9326.3,24067.0,68549.0,25849.5,170.0,18836.7,5294.9,2.332,705.06,7814.98,732.61285,9771.796,5138.949288,HUN
Hungary,2020-01-01,5677.4,2615.0,6659.1,105001.0,8597.5,23826.0,69002.0,26298.9,172.0,19366.8,5468.0,1.956,682.95,8679.09,736.68964,9750.573,5039.373608,HUN
Hungary,2021-01-01,6372.2,2606.0,5920.0,99192.0,9496.2,23462.0,62745.0,27347.8,168.0,20858.0,5925.4,1.408,686.3,8878.59,625.41846,9709.786,5991.66918,HUN
Ireland,2000-01-01,7185.4,3059.0,7795.7,93383.0,12011.7,15726.0,43820.0,33688.9,201.0,31198.0,9453.8,0.548,405.6,1942.21,1202.303,3768.95,2296.716941,IRL
Ireland,2001-01-01,7017.6,3061.0,7580.9,87594.0,15831.3,14383.0,45512.0,33398.6,200.0,31635.7,9060.1,0.522,385.73,2333.67,904.6849,3829.018,1961.474802,IRL
Ireland,2002-01-01,5470.5,3031.0,6567.1,92850.0,13605.7,13967.0,46113.0,33675.3,201.0,31207.7,8444.0,0.802,382.01,2614.27,1285.4817,3894.258,2004.414852,IRL
Ireland,2003-01-01,6541.2,3048.0,7100.7,86702.0,12303.3,13806.0,45951.0,34380.3,200.0,31041.0,8297.8,0.995,388.41,2719.41,944.67303,3958.705,2187.110155,IRL
Ireland,2004-01-01,7221.6,3106.0,8077.9,86326.0,18809.9,14246.0,45566.0,41518.8,201.0,29415.1,9924.1,0.865,376.05,2978.49,1033.8684,4031.954,2792.031258,IRL
Ireland,2005-01-01,6231.1,3240.0,6904.7,94841.0,16852.1,14231.0,47969.0,34678.0,203.0,33608.0,8431.7,1.147,380.85,2624.89,1026.7563,4121.216,1954.189097,IRL
Ireland,2006-01-01,6807.8,3029.0,7465.2,92185.0,18976.3,13572.0,48164.0,33295.7,202.0,33234.9,9154.3,1.135,392.31,2766.64,1152.6091,4234.806,1856.932713,IRL
Ireland,2007-01-01,6713.4,3279.0,7188.8,91105.0,16838.5,13623.0,47942.0,34102.6,202.0,33129.6,8462.6,1.326,408.55,3083.02,1082.4647,4359.834,2479.015637,IRL
Ireland,2008-01-01,6912.9,3227.0,7644.9,111051.0,17242.4,13369.0,46475.0,30794.6,201.0,31790.3,8968.4,0.818,329.21,2790.17,1214.7668,4452.392,2140.824341,IRL
Ireland,2009-01-01,6339.4,3215.0,6887.1,111081.0,15621.8,13041.0,47673.0,27549.2,202.0,32287.6,8166.9,0.785,310.33,2268.1,1332.818,4499.792,1078.930059,IRL
Ireland,2010-01-01,6997.1,3257.0,7456.3,118421.0,20037.8,13062.0,49748.0,34393.4,200.0,30433.7,8601.5,-0.127,298.59,2529.2,918.2538,4524.585,1796.421033,IRL
Ireland,2011-01-01,7818.4,3331.0,8441.5,117949.0,19568.1,12807.0,49572.0,34240.4,200.0,33512.8,9864.1,0.536,296.23,3713.76,1133.7546,4544.501,2678.736101,IRL
Ireland,2012-01-01,6538.9,3339.0,6741.2,116250.0,17850.5,12756.0,47228.0,25777.8,199.0,32229.9,7223.5,0.683,294.52,2801.78,1142.706,4564.55,2026.813709,IRL
Ireland,2013-01-01,7578.9,3258.0,7802.1,117500.0,19940.5,12500.0,48003.0,38327.1,200.0,34716.0,8998.3,0.565,312.92,2913.01,1032.3745,4588.832,2383.108859,IRL
Ireland,2014-01-01,8026.0,3329.0,8471.4,114286.0,22501.3,12213.0,47425.0,40315.8,203.0,36667.7,10014.0,1.368,314.49,3353.14,1204.0597,4622.167,3011.756749,IRL
Ireland,2015-01-01,8575.9,3388.0,9008.2,115000.0,21960.2,12235.0,50819.0,42364.7,206.0,37295.0,10667.7,0.447,317.08,3503.61,1278.5177,4665.76,2432.828694,IRL
Ireland,2016-01-01,7821.9,3373.0,8222.8,115000.0,22852.5,12205.0,49012.0,39111.1,211.0,38452.0,9539.0,1.034,331.88,3112.53,1039.1006,4715.788,2659.665039,IRL
Ireland,2017-01-01,8357.0,3332.0,8783.6,115000.0,22761.0,16240.0,52197.0,44931.4,211.0,37207.7,10167.2,1.254,338.25,2942.02,1063.9592,4771.854,3739.832661,IRL
Ireland,2018-01-01,6379.6,3283.0,6839.5,113681.4,27416.7,15913.0,57200.0,33172.5,212.0,51261.3,8373.2,0.769,347.73,2651.36,1056.1262,4834.507,3216.20532,IRL
Ireland,2019-01-01,8249.3,3346.0,8505.2,112362.8,28021.3,15786.0,57828.0,44102.7,217.0,54196.5,9378.7,1.182,334.73,2971.77,1193.9227,4896.019,3377.236339,IRL
Ireland,2020-01-01,6975.2,3366.0,7124.8,111044.2,28118.3,15907.0,58799.0,33762.7,213.0,52991.5,7765.9,1.05,305.86,2909.82,1285.2833,4946.119,3756.007474,IRL
Ireland,2021-01-01,8190.1,3317.0,8606.5,109725.6,24494.6,16068.0,60056.0,45632.7,213.0,53535.5,10076.7,0.989,316.53,3090.94,1103.3082,4986.526,4833.457217,IRL
Italy,2000-01-01,3653.3,2602.0,4993.9,108407.0,13546.4,20857.0,14012.0,25069.5,93.0,27030.6,3213.3,1.202,3897.56,79447.0,1009.0866,56966.397,27127.5819,ITA
Italy,2001-01-01,3380.5,2660.0,4821.4,115524.0,13741.9,20895.0,13418.0,25091.0,92.0,25360.3,2801.3,1.495,3957.63,75978.0,842.95374,56994.993,26933.539745,ITA
Italy,2002-01-01,3472.1,2617.0,4959.2,121443.0,12581.7,22771.0,13469.0,24099.7,91.0,23841.9,3124.7,0.877,3996.98,94211.0,1140.3444,57107.577,27660.67846,ITA
Italy,2003-01-01,3295.8,2676.0,4307.2,122449.0,12065.2,21570.0,13518.0,21770.0,92.0,25159.0,2748.2,1.489,3954.57,86058.0,868.064,57425.175,33948.013666,ITA
Italy,2004-01-01,3793.7,2727.0,5444.4,124861.0,14708.8,22203.0,14583.0,25148.5,89.0,27223.3,3669.8,0.71,3883.01,83810.0,1054.0092,57860.661,38847.106591,ITA
Italy,2005-01-01,3794.6,2699.0,5361.4,124808.0,14778.0,22782.0,16362.0,25081.9,90.0,26476.0,3635.2,0.534,3743.39,84647.0,979.4761,58199.876,34287.668507,ITA
Italy,2006-01-01,3877.0,2742.0,5316.1,122413.0,14651.7,22706.0,14013.0,24607.0,89.0,25644.2,3729.5,0.826,3810.75,74349.0,831.39636,58429.903,34016.573819,ITA
Italy,2007-01-01,3554.8,2821.0,5174.0,124828.0,14170.5,21926.0,13859.0,25630.4,89.0,25594.7,3413.7,1.532,3768.74,80454.0,846.328,58778.482,37775.230535,ITA
Italy,2008-01-01,3746.8,2763.0,5353.0,123586.0,13951.8,22369.0,14663.0,22724.2,92.0,25903.3,3868.9,1.125,3370.62,79643.0,1133.4637,59224.228,41027.299738,ITA
Italy,2009-01-01,3419.8,2749.0,5086.9,123586.0,14505.5,22174.0,13612.0,24835.2,92.0,27715.5,3585.9,1.213,3237.38,74172.0,1122.5974,59562.841,35536.064411,ITA
Italy,2010-01-01,3622.3,2784.0,5322.5,123586.0,14183.3,22465.0,13613.0,24968.4,91.0,25913.2,3742.1,0.728,3228.34,71613.0,1322.8486,59822.45,34141.94073,ITA
Italy,2011-01-01,3520.8,2796.0,5677.2,123103.0,14862.1,22473.0,13702.0,24915.8,89.0,26693.9,3833.5,1.221,3281.59,70690.0,878.0085,60025.952,39119.753222,ITA
Italy,2012-01-01,3820.1,2782.0,5315.1,122621.0,13947.1,22693.0,14125.0,25451.1,89.0,28469.7,4129.3,1.512,3345.25,61889.0,1010.26935,60190.145,37608.043992,ITA
Italy,2013-01-01,3690.1,2786.0,5264.6,129091.0,14748.3,22781.0,13802.0,25248.3,112.0,25476.4,3844.1,0.974,3268.84,55455.01,1195.0719,60312.599,42283.491684,ITA
Italy,2014-01-01,3637.4,2739.0,5717.5,129800.0,14340.8,22820.0,14910.0,26083.4,101.0,26037.1,3810.7,1.618,3363.52,59235.42,1240.2909,60322.791,39563.200156,ITA
Italy,2015-01-01,3932.3,2907.0,5402.2,117800.0,15944.1,22730.0,15143.0,27156.1,121.0,27402.6,3928.0,1.704,3418.43,63084.97,954.5828,60232.906,34794.973861,ITA
Italy,2016-01-01,4011.4,2845.0,5599.0,115872.0,16215.4,23139.0,14491.0,28437.4,107.0,27365.3,4203.0,1.71,3516.72,59963.87,1075.6913,60118.626,32961.44041,ITA
Italy,2017-01-01,3928.9,2853.0,5174.8,121283.0,14730.9,22768.0,15515.0,27731.3,117.0,26916.7,3856.2,1.611,3578.83,56451.02,850.35156,60004.032,35485.658082,ITA
Italy,2018-01-01,3966.0,2890.0,5350.8,121147.4,16211.4,22653.0,16457.0,28162.8,128.0,30971.9,3899.9,1.843,3601.9,54038.54,1212.4795,59877.425,37240.573799,ITA
Italy,2019-01-01,4227.0,2826.0,5336.2,121011.8,15496.2,22665.0,17054.0,28592.8,115.0,30936.9,3840.9,1.695,3687.82,48405.28,1170.8456,59727.932,35176.687783,ITA
Italy,2020-01-01,4265.8,2293.6666666666665,5626.5,120876.2,15757.5,22879.0,17319.0,30298.8,104.0,32753.8,3924.8,1.889,3521.14,56372.59,981.3541,59500.579,34930.412964,ITA
Italy,2021-01-01,4337.3,1761.3333333333333,5562.8,120740.6,15266.7,22428.0,18627.0,29167.7,109.0,33695.1,4224.8,1.579,3474.44,50177.3,990.3465,59240.329,17573.090662000002,ITA
Latvia,2000-01-01,1935.5,1229.0,2199.0,120605.0,3915.9,14194.0,39284.0,14563.4,198.0,10565.6,2703.4,2.008,385.07,284.72,703.1801,2392.53,215.76836,LVA
Latvia,2001-01-01,1773.6,1329.0,2091.5,137133.0,3503.3,15197.0,40418.0,11167.0,189.0,11657.4,2708.0,1.813,317.83,367.4,816.82135,2359.249,238.863073,LVA
Latvia,2002-01-01,1916.7,1496.0,2478.3,148701.0,4628.0,15703.0,37861.0,14335.8,185.0,11483.0,3384.4,1.712,337.71,335.31,677.1986,2326.144,256.586035,LVA
Latvia,2003-01-01,1859.7,1591.0,2176.0,133841.0,3478.1,15462.0,37272.0,13534.8,212.0,14003.3,2791.4,0.238,302.53,477.63,703.4344,2294.342,280.73913,LVA
Latvia,2004-01-01,2227.0,1629.0,2426.2,158294.0,1483.3,15467.0,40388.0,12850.7,209.0,12572.1,2942.3,1.015,293.83,594.46,767.5202,2263.443,386.635433,LVA
Latvia,2005-01-01,2460.0,1719.0,2802.9,171865.0,3852.6,15908.0,41767.0,14594.2,175.0,12586.1,3609.9,1.353,278.76,723.54,678.6274,2233.157,407.959023,LVA
Latvia,2006-01-01,1990.9,1806.0,2264.0,168520.0,3159.9,15529.0,41777.0,12215.1,214.0,11808.0,2781.5,1.089,283.72,743.57,611.2526,2203.913,423.788022,LVA
Latvia,2007-01-01,2412.3,1903.0,2941.6,185898.0,3296.3,15569.0,43973.0,15933.0,192.0,13105.5,3594.4,2.207,266.42,1113.49,799.85956,2176.053,565.933277,LVA
Latvia,2008-01-01,2340.7,1858.0,3104.4,178491.0,4178.5,16602.0,44205.0,17814.8,231.0,14278.6,3856.6,2.4,227.12,1033.0,821.01666,2150.412,540.823135,LVA
Latvia,2009-01-01,2537.3,1811.0,3075.3,221164.0,2418.0,16086.0,46192.0,17513.3,210.0,19261.0,3627.6,1.514,196.58,881.2,817.57227,2126.265,411.78573,LVA
Latvia,2010-01-01,2274.9,1710.0,2775.5,211834.0,2447.9,15490.0,47521.0,16079.7,209.0,16854.6,3284.9,0.681,186.68,1027.5,857.85645,2101.53,461.869315,LVA
Latvia,2011-01-01,2468.2,1721.0,2738.0,164404.0,1786.3,15606.0,48493.0,16801.3,199.0,18521.6,3061.3,1.142,192.29,1074.01,704.53845,2076.974,497.620005,LVA
Latvia,2012-01-01,2880.6,1711.0,3767.5,182634.0,2273.4,16188.0,50190.0,19109.9,191.0,16849.9,4369.5,1.391,200.09,1281.04,917.7246,2053.636,505.580652,LVA
Latvia,2013-01-01,2755.9,1682.0,3373.8,165578.0,3343.8,16106.0,52441.0,18164.8,183.0,16018.8,3885.7,1.061,194.0,1250.48,676.38257,2031.486,421.88419,LVA
Latvia,2014-01-01,3543.1,1789.0,3486.5,168030.0,2661.1,16572.0,55721.0,18869.0,181.0,22367.7,3747.4,2.301,193.9,1422.56,773.6653,2011.039,517.374416,LVA
Latvia,2015-01-01,3878.1,1825.0,4513.1,178188.0,2369.0,16776.0,55893.0,20050.0,186.0,23056.6,5030.4,2.14,194.68,1510.12,682.8981,1991.955,488.556116,LVA
Latvia,2016-01-01,3000.0,1881.0,3828.4,199551.0,2583.2,17086.0,57608.0,21281.4,184.0,22919.0,4304.5,1.928,193.7,1724.62,820.62274,1973.476,441.65651,LVA
Latvia,2017-01-01,3426.7,1953.0,4250.2,208199.0,1756.1,17443.0,61352.0,18990.7,160.0,19118.0,4786.9,1.487,183.49,1478.43,893.13416,1954.862,568.280467,LVA
Latvia,2018-01-01,2589.2,1949.0,3026.3,196216.4,2746.0,16555.0,64196.0,19818.2,168.0,17261.1,3431.4,2.342,186.95,1586.99,557.9807,1935.63,544.13618,LVA
Latvia,2019-01-01,3518.4,1957.0,4310.1,184233.8,2132.3,16551.666666666668,66935.0,22370.0,165.0,27623.9,4812.3,2.44,178.86,1650.65,760.249,1916.555,673.732755,LVA
Latvia,2020-01-01,3658.8,2000.0,4662.8,172251.2,2565.8,16548.333333333332,68757.0,21305.9,171.0,27400.0,5338.4,3.532,167.25,1900.41,738.3027,1897.052,800.841796,LVA
Latvia,2021-01-01,2892.8,2104.0,3900.2,160268.6,1753.2,16545.0,71296.0,15767.1,172.0,25409.1,4481.1,1.965,158.1,1984.43,785.1434,1873.919,688.917203,LVA
Lithuania,2000-01-01,2433.7,1341.0,2707.5,148286.0,2907.0,21313.0,35700.0,16391.6,240.0,15422.5,3341.3,2.01,510.25,688.06,719.3284,3599.637,576.99261,LTU
Lithuania,2001-01-01,2313.6,1136.0,2505.0,127257.0,4301.3,16245.0,37885.0,10286.8,261.0,15515.6,3055.9,1.788,460.74,726.09,824.9768,3560.142,528.878599,LTU
Lithuania,2002-01-01,2386.6,1202.0,2765.9,131036.0,2554.9,16475.0,38776.0,15436.5,282.0,14251.5,3633.5,1.898,484.85,792.6,698.4542,3515.799,600.298906,LTU
Lithuania,2003-01-01,2918.6,1309.0,3037.0,134140.0,3973.9,16589.0,38842.0,15440.2,219.0,18999.2,3578.3,0.169,515.25,847.2,651.97296,3469.675,726.632458,LTU
Lithuania,2004-01-01,2939.5,1412.0,3254.9,102892.0,1646.1,16807.0,40250.0,12880.2,213.0,16482.1,4027.6,0.872,446.58,1023.6,801.9565,3422.591,820.652196,LTU
Lithuania,2005-01-01,2714.1,1694.0,2940.2,81476.0,3720.3,17523.0,41227.0,12098.7,222.0,16225.8,3733.2,1.2,413.22,1048.5,719.4313,3373.533,993.896828,LTU
Lithuania,2006-01-01,1940.0,1982.0,1929.4,77346.0,4349.9,17285.0,43418.0,7908.3,160.0,11657.1,2355.4,0.918,416.84,1197.0,639.5158,3322.932,1014.152518,LTU
Lithuania,2007-01-01,2657.8,2217.0,3007.1,76060.0,2125.5,17305.0,45783.0,10911.0,163.0,16287.7,3921.9,2.191,375.08,2722.82,823.1002,3272.418,1154.04365,LTU
Lithuania,2008-01-01,2918.5,2118.0,3348.2,73324.0,3736.9,16976.0,46605.0,14801.7,162.0,19233.7,4268.9,2.214,283.89,2722.55,761.06476,3224.378,1330.311638,LTU
Lithuania,2009-01-01,3093.7,2213.0,3449.6,60600.0,3516.8,17758.0,47045.0,14216.7,154.0,20523.7,4200.4,1.38,277.9,2748.8,750.25073,3180.479,782.939945,LTU
Lithuania,2010-01-01,2372.7,2250.0,2763.5,58446.0,1871.9,17887.0,47895.0,13030.1,132.0,14143.3,3304.5,0.734,264.56,1803.77,872.2831,3139.019,917.615815,LTU
Lithuania,2011-01-01,3006.7,2288.0,3029.9,57299.0,2519.0,18251.0,49113.0,15588.9,146.0,21961.7,3391.9,0.937,269.32,2062.34,681.9612,3099.798,1268.742755,LTU
Lithuania,2012-01-01,3414.2,2324.0,4015.3,54899.0,3267.7,18409.0,51001.0,17077.6,146.0,23511.0,4782.9,1.343,275.65,2559.9,851.6913,3063.341,1507.246789,LTU
Lithuania,2013-01-01,3276.2,2325.0,3687.8,58976.0,2797.9,18842.0,51865.0,14860.6,154.0,19537.7,4302.2,0.939,277.81,2661.91,684.36383,3028.189,1384.098545,LTU
Lithuania,2014-01-01,3814.6,2373.0,3975.2,60154.0,2723.7,18990.0,55335.0,17161.2,144.0,21941.4,4563.0,2.206,300.86,2703.82,702.79987,2994.927,1353.009394,LTU
Lithuania,2015-01-01,4009.4,2401.0,4564.6,54433.0,3372.5,19576.0,53978.0,16983.2,144.0,18272.9,5238.4,2.073,298.76,2788.52,662.90204,2963.765,1226.686192,LTU
Lithuania,2016-01-01,3159.8,2403.0,3859.8,35189.0,3261.6,19184.0,52596.0,15898.5,144.0,18785.2,4366.1,1.929,279.84,3385.13,845.6997,2933.673,1104.300148,LTU
Lithuania,2017-01-01,3669.3,2475.0,4230.2,40895.0,3779.8,17177.0,53370.0,12249.8,151.0,16490.7,4824.7,1.525,280.75,3056.46,900.51917,2904.45,1399.229103,LTU
Lithuania,2018-01-01,2742.4,2473.0,3094.1,145269.0,4143.6,18804.0,59337.0,15505.6,141.0,19359.7,3673.1,2.408,270.51,2081.62,585.67725,2876.128,1195.889661,LTU
Lithuania,2019-01-01,3367.0,2593.0,3801.6,131792.0,1854.6,18148.0,62021.0,18099.9,133.0,20096.0,4291.2,2.622,255.26,2351.99,651.4047,2849.083,1375.872461,LTU
Lithuania,2020-01-01,4281.6,2672.0,4734.2,152361.33333333334,2874.2,17432.0,61690.0,15725.5,146.0,17399.4,5393.1,3.429,226.1,2587.22,709.13995,2820.267,1703.910677,LTU
Lithuania,2021-01-01,3458.3,2697.0,3937.2,172930.66666666666,2280.3,16716.0,63142.0,13056.8,150.0,19088.7,4500.1,1.775,213.93,2612.9,822.31116,2786.651,910.2112365,LTU
Luxembourg,2000-01-01,5080.0,3288.0,5328.8,193500.0,9689.4,16000.0,54412.0,33604.3,200.0,15573.3,5576.9,1.644,18.87,154.25,1029.3596,435.628,116.511796,LUX
Luxembourg,2001-01-01,4609.0,3175.0,5142.3,193500.0,7010.4,16000.0,56374.0,31021.8,210.0,16093.8,5498.4,1.425,17.89,154.25,1001.14056,441.25,114.196741,LUX
Luxembourg,2002-01-01,5406.7,3124.0,5748.0,193500.0,10296.8,16000.0,57344.0,29918.2,200.0,15749.4,5966.9,1.384,17.59,154.25,937.9727,445.913,157.024835,LUX
Luxembourg,2003-01-01,5342.8,3179.0,5678.0,193500.0,6927.0,16000.0,58670.0,29420.5,168.0,16684.2,6136.4,1.685,15.96,154.25,716.2373,451.351,131.613435,LUX
Luxembourg,2004-01-01,5940.9,3243.0,6396.6,193500.0,10465.3,16000.0,59949.0,35029.9,145.0,18050.8,6824.1,1.012,15.85,154.25,774.87695,457.788,181.694015,LUX
Luxembourg,2005-01-01,5318.3,3343.0,5634.8,193500.0,7405.3,16000.0,60790.0,31791.1,169.0,29398.5,6015.3,1.13,16.39,154.25,713.21136,464.86,128.295528,LUX
Luxembourg,2006-01-01,5262.9,3353.0,5596.8,193500.0,8530.4,16000.0,62273.0,27645.4,178.0,28695.7,5969.4,1.36,15.35,154.25,871.5062,472.404,127.616095,LUX
Luxembourg,2007-01-01,4838.0,3471.0,5202.9,193500.0,14752.6,16000.0,62562.0,31846.9,177.0,29602.8,5599.0,1.944,16.23,154.25,964.7057,479.868,173.480009,LUX
Luxembourg,2008-01-01,5423.1,3243.0,6106.4,193500.0,13693.6,13958.0,61919.0,36019.9,195.0,30362.3,6661.7,1.281,12.45,154.25,966.6633,488.635,167.130843,LUX
Luxembourg,2009-01-01,5804.9,3499.0,6202.1,193500.0,13722.9,14162.0,61905.0,33185.4,179.0,29342.1,6567.7,1.182,12.04,154.25,854.89294,497.868,120.687367,LUX
Luxembourg,2010-01-01,5205.5,3580.0,5593.3,193500.0,11476.7,14000.0,62677.0,31757.7,190.0,30647.8,5958.6,0.321,10.24,154.25,884.2577,507.07,136.202487,LUX
Luxembourg,2011-01-01,4843.4,3574.0,5193.2,193505.0,13194.1,14014.0,62897.0,30990.6,192.0,28533.9,5529.0,1.335,12.62,154.25,730.6593,518.206,134.070057,LUX
Luxembourg,2012-01-01,5338.0,3581.0,5522.7,193502.0,8779.3,13819.0,62926.0,34333.3,185.0,32439.7,5866.5,1.259,13.47,203.17,974.23816,530.585,152.898597,LUX
Luxembourg,2013-01-01,5517.5,3554.0,5967.4,193499.0,10213.1,13932.0,61068.0,29233.3,188.0,32187.3,6367.6,0.569,13.38,157.0,951.79663,543.066,152.252011,LUX
Luxembourg,2014-01-01,5526.2,3578.0,5935.5,193500.0,12698.9,13466.0,65703.0,31244.2,207.0,34259.0,6154.1,2.458,13.54,143.68,916.9165,556.069,181.292859,LUX
Luxembourg,2015-01-01,5754.2,3655.0,6027.1,193499.0,11364.5,13757.0,70332.0,22756.1,204.0,24755.7,6282.5,1.506,13.53,137.6,757.4812,569.408,120.813971,LUX
Luxembourg,2016-01-01,4927.5,3657.0,4999.6,190872.0,8298.1,13652.0,70388.0,30447.1,192.0,15277.0,5074.4,1.857,14.13,203.38,938.93915,583.351,120.076086,LUX
Luxembourg,2017-01-01,5300.0,3649.0,5339.5,190887.0,7553.7,13585.0,70222.0,34236.8,199.0,12651.2,5483.4,1.624,13.51,189.76,856.991,596.283,140.709698,LUX
Luxembourg,2018-01-01,5898.3,3667.0,5993.5,183197.0,13000.0,13782.6,61559.0,25730.2,199.0,21333.3,6188.8,2.439,14.85,160.31,761.3085,607.913,152.034903,LUX
Luxembourg,2019-01-01,5948.8,3633.0,5972.6,190085.0,7924.1,13980.2,52896.0,25550.0,189.0,24642.9,6157.2,2.122,16.51,143.49,935.1278,619.973,142.52235,LUX
Luxembourg,2020-01-01,5503.3,3695.0,5736.8,188531.0,10746.4,14177.8,44233.0,26403.2,192.0,23066.7,6068.7,2.595,15.31,147.01,879.6623,630.399,147.065839,LUX
Luxembourg,2021-01-01,5468.9,3657.0,5593.3,154265.5,10496.4,14375.4,35570.0,25746.0,181.0,21666.7,5916.1,1.126,15.57,129.7,1084.051,639.321,160.676759,LUX
Malta,2000-01-01,3981.5,2672.0,4007.5,120000.0,13319.1,14573.0,26907.0,19612.5,139.0,16098.6,4013.4,1.034,26.0,181.92,980.8058,399.212,361.21439308695653,MLT
Malta,2001-01-01,4000.0,2560.0,4000.0,144000.0,10891.5,14575.0,27093.0,14211.4,140.0,15028.0,4000.0,1.647,30.15,111.77,1014.39667,402.151,561.7520271739131,MLT
Malta,2002-01-01,3923.3,2745.0,4781.3,135000.0,10466.8,15116.0,25742.0,23902.8,139.0,14962.7,5000.0,0.913,29.75,113.25,981.4683,404.699,762.2896612608695,MLT
Malta,2003-01-01,4074.1,2708.0,4013.6,128679.0,10720.3,15891.0,20682.0,20197.6,139.0,16064.5,4000.0,1.306,28.59,114.73,676.5814,406.919,962.8272953478261,MLT
Malta,2004-01-01,3992.3,2675.0,4083.2,123500.0,9808.2,16389.0,24319.0,20711.8,142.0,15395.4,4104.8,0.588,26.28,116.21,904.79083,408.798,1163.3649294347827,MLT
Malta,2005-01-01,4000.0,2629.0,4129.0,104326.0,10819.1,16625.0,24667.0,23802.4,142.0,13853.1,4157.9,0.609,28.34,117.69,815.3066,410.208,1363.902563521739,MLT
Malta,2006-01-01,4000.0,2686.0,4032.3,130089.0,6997.9,15163.0,22331.0,22500.0,143.0,15142.6,4038.5,0.933,27.16,119.17,843.41394,411.197,1564.4401976086956,MLT
Malta,2007-01-01,4000.0,2793.0,4238.8,135666.0,9137.4,16151.0,21766.0,20208.6,145.0,14704.7,4285.7,1.336,29.02,120.65,980.2589,412.081,1764.9778316956522,MLT
Malta,2008-01-01,4000.0,2712.0,4714.3,145875.0,6955.8,16196.0,21552.0,27142.9,142.0,14156.4,4833.3,1.175,17.5,117.16,900.1664,413.401,1965.5154657826088,MLT
Malta,2009-01-01,4038.5,2552.0,4789.2,181593.0,6564.6,16790.0,21618.0,14384.3,143.0,14007.6,4928.6,0.924,16.83,113.68,823.2587,415.5,2166.0530998695654,MLT
Malta,2010-01-01,4114.6,2499.0,4691.1,169136.0,6145.3,16725.0,24818.0,22169.8,146.0,14869.5,4801.1,1.052,17.02,110.19,847.1315,418.755,2366.590733956522,MLT
Malta,2011-01-01,4170.1,2653.0,4670.9,122643.0,6369.5,17453.0,25071.0,26988.6,143.0,14604.5,4768.7,0.827,17.21,106.7,831.35895,423.571,2567.128368043478,MLT
Malta,2012-01-01,4115.3,2721.0,4639.7,150418.0,5684.6,16973.0,26183.0,18104.1,144.0,14150.2,4743.9,1.317,16.78,137.87,992.05786,429.907,2767.6660021304347,MLT
Malta,2013-01-01,4135.6,2782.0,4668.6,182607.0,5262.0,17970.0,25374.0,18062.9,144.0,14789.1,4778.0,1.27,17.64,134.93,806.8391,437.525,2968.2036362173912,MLT
Malta,2014-01-01,4122.0,2762.0,4740.4,185780.0,5203.0,17935.0,26918.0,17941.4,142.0,14368.6,4877.7,1.454,18.47,110.12,889.7051,446.441,3168.741270304348,MLT
Malta,2015-01-01,4179.9,2740.0,4824.3,174607.0,4441.8,17754.0,25555.0,11452.6,143.0,14458.2,4992.0,1.485,20.95,128.72,881.4359,456.579,3369.2789043913044,MLT
Malta,2016-01-01,4157.5,2762.0,4820.4,168746.0,4564.1,18201.0,25908.0,9750.0,159.0,15253.6,4982.6,1.713,21.62,115.0,802.31995,467.705,3569.816538478261,MLT
Malta,2017-01-01,4165.3,2734.0,4879.9,163977.0,4689.9,17291.0,24827.0,12485.7,176.0,13974.5,5031.1,1.148,18.93,107.59,914.23914,479.497,3770.3541725652176,MLT
Malta,2018-01-01,4554.32,2716.0,5485.0199999999995,161080.0,32214.3,16633.0,19325.0,13565.2,243.0,22041.14,5696.72,1.327,20.16,90.05,681.72906,491.586,3970.891806652174,MLT
Malta,2019-01-01,4943.34,2784.0,6090.139999999999,161302.0,28166.7,17068.0,19604.0,13029.0,233.0,30107.78,6362.34,1.138,23.5,75.6,870.76666,503.635,4171.429440739131,MLT
Malta,2020-01-01,5332.36,2780.0,6695.26,175894.0,24222.2,17080.0,20089.0,14017.5,234.0,38174.42,7027.960000000001,1.466,22.44,95.82,859.9951,515.358,4371.967074826087,MLT
Malta,2021-01-01,5721.379999999999,2756.0,7300.38,190486.0,24587.0,16318.0,19289.0,12491.2,234.0,46241.06,7693.580000000001,1.931,19.72,108.71,1005.31604,526.748,4572.504708913044,MLT
